WORD,MEAN ATTRIBUTION SCORE,ATTRIBUTION SCORES,#OCCURANCES
plan,0.02888057753443718,[0.02888057753443718],1
you,0.0288021459368368,"[0.01258465088903904, 0.01107471901923418, 0.010368055664002895, 0.010236216709017754, 0.05297861620783806, 0.005103071685880423, 0.014172765426337719, 0.012256422080099583, 0.04188958555459976, 0.028455808758735657, 0.0388933289796114, 0.030272936448454857, 0.02002043090760708, 0.010148430243134499, 0.023646961897611618, 0.014342764392495155, 0.03438649699091911, 0.06644641980528831, 0.015105010941624641, 0.01861005648970604, 0.04866790771484375, 0.08302079141139984, 0.05536188557744026, 0.020517390221357346, 0.057142339646816254, 0.026410022750496864, 0.015049492008984089, 0.07194619253277779, 0.015583144500851631, 0.04035716503858566, 0.03649965301156044, 0.014146904461085796, 0.01065168995410204, 0.009021691977977753, 0.015492896549403667, 0.009465065784752369, 0.014759945683181286, 0.016803886741399765, 0.055999865755438805, 0.011373250745236874, 0.03311243839561939, 0.03171442821621895, 0.02390725538134575, 0.025550205260515213, 0.048287685960531235, 0.035076823085546494, 0.01842980459332466, 0.0189491119235754, 0.007693324238061905, 0.013961280696094036, 0.01704089157283306, 0.05210176855325699, 0.019682157784700394, 0.05537877231836319, 0.14198487624526024, 0.05927801877260208, 0.026136156171560287, 0.014841081574559212, 0.02872544527053833, 0.009377406910061836, 0.06794716417789459, 0.018902048468589783, 0.012476288713514805, 0.02756796032190323, 0.028100022114813328, 0.026125863194465637, 0.012816408649086952, 0.02629547193646431, 0.025550296530127525, 0.01782045140862465, 0.010535083711147308, 0.01924391556531191, 0.013148617930710316, 0.047489041462540627, 0.02564944699406624]",75
movie,0.02878936566412449,[0.02878936566412449],1
call,0.028696035034954548,"[0.01576157473027706, 0.019971003755927086, 0.04318532720208168, 0.035866234451532364]",4
fuckass,0.028689801692962646,[0.028689801692962646],1
bartender,0.028685671277344227,[0.028685671277344227],1
chp,0.02867830265313387,[0.02867830265313387],1
messages,0.02866033837199211,[0.02866033837199211],1
slap,0.028635989874601364,"[0.02911398559808731, 0.028157994151115417]",2
now,0.028610211486617725,"[0.02754450961947441, 0.015826944261789322, 0.05387068912386894, 0.00943818036466837, 0.03704185411334038, 0.027939091436564922]",6
confession,0.02851096075028181,[0.02851096075028181],1
u,0.028501009036387717,"[0.02427647076547146, 0.020760448649525642, 0.08140832930803299, 0.019010836258530617, 0.030143845826387405, 0.01621687039732933, 0.007690262049436569]",7
slapping,0.028488059528172016,[0.028488059528172016],1
thunder,0.02840428240597248,[0.02840428240597248],1
do,0.02838546084240079,"[0.023852117359638214, 0.06042584031820297, 0.008841747418045998, 0.020422138273715973]",4
aspie,0.02823485154658556,[0.02823485154658556],1
equate,0.02820997405797243,[0.02820997405797243],1
head,0.028172766789793968,[0.028172766789793968],1
this,0.028117485189189512,"[0.013053623959422112, 0.019174467772245407, 0.09374568611383438, 0.010116582736372948, 0.07633246667683125, 0.03295736759901047, 0.011059435084462166, 0.006537836976349354, 0.039315611124038696, 0.008099940605461597, 0.025367777794599533, 0.012646781280636787, 0.021455738693475723, 0.016098609194159508, 0.01415227074176073, 0.04268627613782883, 0.047851745039224625, 0.015462515875697136]",18
fucking,0.028045987997971037,"[0.01662888191640377, 0.009400131180882454, 0.024674151092767715, 0.02462802641093731, 0.012243895791471004, 0.01820121333003044, 0.05723840557038784, 0.034318831749260426, 0.012250345200300217, 0.014754834584891796, 0.014828813262283802, 0.03142726421356201, 0.024853695183992386, 0.05805885698646307, 0.03018319746479392, 0.028110548853874207, 0.01893879659473896, 0.011625854298472404, 0.03938925452530384, 0.020335417240858078, 0.009468892589211464, 0.008980789221823215, 0.007908396422863007, 0.13432794623076916, 0.01583784446120262, 0.010760635137557983, 0.023262291681021452, 0.01871820166707039, 0.016085150185972452, 0.1218048445880413, 0.014905628748238087, 0.01590030826628208, 0.03514627367258072, 0.018365973606705666]",34
please,0.02796571608632803,"[0.035336676985025406, 0.020594755187630653]",2
let,0.02779155457392335,"[0.011848700232803822, 0.04373440891504288]",2
think,0.027775208776195843,"[0.057302188128232956, 0.012408776208758354, 0.013614661991596222]",3
fuckin,0.02774600312113762,"[0.026303067803382874, 0.029188938438892365]",2
they,0.027721595391631125,"[0.004448222927749157, 0.00964188203215599, 0.03529750555753708, 0.03335327282547951, 0.010810747742652893, 0.09453219547867775, 0.009060204960405827, 0.018552882596850395, 0.021215392276644707, 0.04030364751815796]",10
puked,0.027666110545396805,[0.027666110545396805],1
everytime,0.0276073245331645,[0.0276073245331645],1
vagina,0.02758685778826475,[0.02758685778826475],1
wow,0.027472805231809616,[0.027472805231809616],1
holy,0.027358705177903175,[0.027358705177903175],1
i,0.027307023984733326,"[0.02948552742600441, 0.029843788594007492, 0.008825738914310932, 0.018785739317536354, 0.020224420353770256, 0.011960414238274097, 0.03179025277495384, 0.02871682681143284, 0.010164661332964897, 0.02276140544563532, 0.008165999315679073, 0.016164958477020264, 0.020593611523509026, 0.015134461224079132, 0.04475943371653557, 0.03510658070445061, 0.015809427946805954, 0.018065428361296654, 0.03212426230311394, 0.05349079519510269, 0.019881734624505043, 0.02825983427464962, 0.014506490901112556, 0.010824982076883316, 0.010675141587853432, 0.025995608419179916, 0.007845846004784107, 0.01142386719584465, 0.030510613694787025, 0.054518211632966995, 0.048127688467502594, 0.0397673062980175, 0.030573178082704544, 0.020724650472402573, 0.04360712319612503, 0.043147824704647064, 0.013336790725588799, 0.008453681133687496, 0.02201097272336483, 0.053615033626556396, 0.01307889074087143, 0.12388510629534721, 0.042556075379252434, 0.0299990214407444, 0.015428615733981133, 0.024707335978746414, 0.015520247630774975, 0.06455463916063309, 0.028895821422338486, 0.044332973659038544, 0.01662052795290947, 0.025953024625778198, 0.019510412588715553, 0.014670075848698616, 0.01715279370546341, 0.033938415348529816, 0.017024090513586998, 0.026199009269475937]",58
want,0.0271649572532624,"[0.036516427993774414, 0.010268800891935825, 0.010893100872635841, 0.05098149925470352]",4
diary,0.027162089943885803,[0.027162089943885803],1
voting,0.027139637619256973,[0.027139637619256973],1
shows,0.027103462256491184,[0.027103462256491184],1
partner,0.02702743001282215,"[0.04256871994584799, 0.011486140079796314]",2
video,0.02701010424643755,"[0.004537579603493214, 0.044762132689356804, 0.007191833108663559, 0.06441710144281387, 0.014141874387860298]",5
go,0.02700491645373404,"[0.028381939977407455, 0.06262796372175217, 0.027250220999121666, 0.014683960005640984, 0.022959016263484955, 0.006126397754997015]",6
feet,0.026998337358236313,[0.026998337358236313],1
because,0.02699448758115371,"[0.016160184517502785, 0.007345664314925671, 0.02953389845788479, 0.03993477299809456, 0.07634502276778221, 0.02014130726456642, 0.0254022479057312, 0.029712146148085594, 0.01644955947995186, 0.013776090927422047, 0.03981124609708786, 0.009321710094809532]",12
naysayers,0.026974236126989126,[0.026974236126989126],1
every,0.02695891261100769,[0.02695891261100769],1
black,0.026920164236798882,"[0.052619460970163345, 0.03057054430246353, 0.017995478585362434, 0.006495173089206219]",4
well,0.026853403076529503,[0.026853403076529503],1
asses,0.026837940327823162,"[0.03529649041593075, 0.018379390239715576]",2
bitch,0.02682676170176516,"[0.02019478753209114, 0.007850081659853458, 0.028246983885765076, 0.010659359395503998, 0.017817197367548943, 0.017727311700582504, 0.012713884003460407, 0.011105363257229328, 0.02142025064677, 0.0925571620464325, 0.04732477944344282, 0.034303979482501745]",12
he'll,0.026811469346284866,[0.026811469346284866],1
promises,0.026766140013933182,[0.026766140013933182],1
time,0.026709019672125578,"[0.00681958207860589, 0.04976826161146164, 0.023539215326309204]",3
having,0.026591327041387558,[0.026591327041387558],1
shitheads,0.0265874732285738,[0.0265874732285738],1
motherfucking,0.02648400468751788,[0.02648400468751788],1
made,0.02645900845527649,[0.02645900845527649],1
the,0.026441018413647675,"[0.028373274952173233, 0.017692428082227707, 0.03328276053071022, 0.03436952084302902, 0.03240850940346718, 0.01602832041680813, 0.017825253307819366, 0.030823037028312683, 0.033497072756290436, 0.0316931139677763, 0.008728662505745888, 0.017242083325982094, 0.007783626671880484, 0.008655548095703125, 0.0308547280728817, 0.031747955828905106, 0.08423304557800293, 0.026236001402139664, 0.11513908952474594, 0.04827648773789406, 0.03258424997329712, 0.029850497841835022, 0.026935558766126633, 0.03175695985555649, 0.015915052965283394, 0.024286124855279922, 0.025073951110243797, 0.02649736776947975, 0.020581088960170746, 0.018928982317447662, 0.01678628847002983, 0.026152383536100388, 0.05090934783220291, 0.041254859417676926, 0.01823277398943901, 0.02808178961277008, 0.03573326766490936, 0.02252427116036415, 0.049045056104660034, 0.025063306093215942, 0.003000055206939578, 0.016813000664114952, 0.010914632119238377, 0.02620452642440796, 0.05852276086807251, 0.015704991295933723, 0.011299250647425652, 0.030861878767609596, 0.030490463599562645, 0.023048069328069687, 0.01818709447979927, 0.022585947066545486, 0.01973973587155342, 0.019588911905884743, 0.018068388104438782, 0.013912913389503956, 0.010731572285294533, 0.025250202044844627, 0.016565760597586632, 0.01858300343155861, 0.03968261182308197, 0.016991831362247467, 0.02027152106165886, 0.020287228748202324, 0.039542146027088165, 0.01627754233777523, 0.026579832658171654, 0.031692855060100555, 0.027560686692595482, 0.023747887462377548, 0.016288118436932564, 0.058696359395980835, 0.05733367055654526, 0.016990546137094498, 0.026796627789735794, 0.011396363377571106, 0.021669350564479828, 0.011874191462993622, 0.024013765156269073, 0.014767545275390148, 0.031550709158182144, 0.030571212992072105, 0.014254992827773094, 0.01958608254790306, 0.018636489287018776, 0.01714104413986206, 0.007920028641819954, 0.010412158444523811, 0.04956038296222687]",89
leading,0.026440197601914406,[0.026440197601914406],1
racist,0.026333177816527692,"[0.025058871135115623, 0.12573184818029404, 0.022265195846557617, 0.015769369900226593, 0.014878911897540092, 0.010920137166976929, 0.007353612687438726, 0.006231265142560005, 0.005103930830955505, 0.004701138008385897, 0.004338693339377642, 0.00429478008300066, 0.003947648219764233, 0.003582404227927327, 0.18893221765756607, 0.042063016444444656, 0.03417229652404785, 0.024127047508955002, 0.021314840763807297, 0.01778211072087288, 0.00806550495326519, 0.007726506795734167, 0.007301741745322943]",23
"it,”",0.026175446808338165,[0.026175446808338165],1
trump,0.026132468692958356,"[0.03999825567007065, 0.04006997495889664, 0.013970690779387951, 0.0297818249091506, 0.006841597147285938]",5
flashing,0.026022483594715595,[0.026022483594715595],1
not,0.026021503739886813,"[0.03145061060786247, 0.0517331138253212, 0.02983849309384823, 0.015104645863175392, 0.032950934022665024, 0.02770964428782463, 0.020344823598861694, 0.018239539116621017, 0.006821729242801666]",9
a,0.025809903106052582,"[0.0063078938983380795, 0.023819541558623314, 0.0206773579120636, 0.014815626665949821, 0.0479908362030983, 0.03009285032749176, 0.014390247873961926, 0.012694279663264751, 0.015232701785862446, 0.029393315315246582, 0.024475842714309692, 0.056917645037174225, 0.0447118915617466, 0.03218163177371025, 0.02062920853495598, 0.025442127138376236, 0.019230438396334648, 0.030152911320328712, 0.014395972713828087, 0.015497495420277119, 0.028444211930036545, 0.018471267074346542, 0.06638284772634506, 0.025708869099617004, 0.007579275406897068, 0.05921313911676407, 0.049117010086774826, 0.037098228931427, 0.03751678392291069, 0.03734799474477768, 0.03652363270521164, 0.027757763862609863, 0.027669649571180344, 0.03242804482579231, 0.05702875927090645, 0.0124661298468709, 0.005825326777994633, 0.010208397172391415, 0.02040400542318821, 0.028844377025961876, 0.04459797032177448, 0.024571568705141544, 0.03536619246006012, 0.011826477013528347, 0.027131233364343643, 0.01427002064883709, 0.010290777310729027, 0.06940454244613647, 0.025840824469923973, 0.01550526637583971, 0.03721020743250847, 0.031437329947948456, 0.024735242128372192, 0.008127696812152863, 0.02572629228234291, 0.019781336188316345, 0.014617378823459148, 0.008812330663204193, 0.020964326336979866, 0.021513852290809155, 0.00907869078218937, 0.0228474922478199, 0.02052038535475731, 0.06350113451480865, 0.012441384606063366, 0.031179184094071388, 0.022905748337507248, 0.01238331152126193, 0.010554243810474873, 0.017828775569796562, 0.013344122096896172, 0.008545467630028725, 0.0221765898168087]",73
uncensored,0.025800351984798908,[0.025800351984798908],1
going,0.025583351341386635,"[0.04293192923069, 0.01352786272764206, 0.013996908441185951, 0.02353777550160885, 0.024599766358733177, 0.03490586578845978]",6
shameful,0.025536454282701015,[0.025536454282701015],1
long,0.025484632700681686,[0.025484632700681686],1
than,0.025461729615926743,[0.025461729615926743],1
fool,0.025420650839805603,[0.025420650839805603],1
fed,0.025405291467905045,[0.025405291467905045],1
take,0.025384279433637857,"[0.00834735482931137, 0.027387380599975586, 0.013982968404889107, 0.051819413900375366]",4
she,0.025369021110236645,"[0.0064187138341367245, 0.006887941155582666, 0.012715687975287437, 0.03606156259775162, 0.03292547166347504, 0.010418989695608616, 0.02468889020383358, 0.02599041722714901, 0.012026827782392502, 0.042492903769016266, 0.02296704426407814, 0.010386203415691853, 0.0538984015583992, 0.016190379858016968, 0.006195991300046444, 0.06655438989400864, 0.044453542679548264]",17
so,0.025327559524717238,"[0.011165168136358261, 0.018559394404292107, 0.020563414320349693, 0.017583368346095085, 0.08662337437272072, 0.007184372749179602, 0.036635953933000565, 0.017676780000329018, 0.018466569483280182, 0.010505089536309242, 0.016662629321217537, 0.017914636060595512, 0.04971752315759659]",13
willing,0.02522442117333412,[0.02522442117333412],1
suck,0.02521278476342559,"[0.016232332214713097, 0.03446149546653032, 0.01571490801870823, 0.014564057812094688, 0.04710044153034687, 0.03387857787311077, 0.02847654651850462, 0.01127391867339611]",8
motherfucker,0.02518312237225473,"[0.018903262447565794, 0.031462982296943665]",2
weekend,0.025172337889671326,[0.025172337889671326],1
stage,0.025171369314193726,[0.025171369314193726],1
all,0.025164807331748307,"[0.011130427941679955, 0.006548655219376087, 0.08133560791611671, 0.02518041804432869, 0.016396040096879005, 0.013986319303512573, 0.027822833508253098, 0.018918156623840332]",8
woman,0.02511788171250373,"[0.006995765957981348, 0.06675262004137039, 0.009885245934128761, 0.016837894916534424]",4
old,0.025093043223023415,[0.025093043223023415],1
masturbates,0.024928266182541847,[0.024928266182541847],1
porno,0.024923162534832954,[0.024923162534832954],1
less,0.024876270443201065,[0.024876270443201065],1
judo,0.024818717502057552,[0.024818717502057552],1
shes,0.024817446246743202,[0.024817446246743202],1
but,0.0247921555613478,"[0.019459214061498642, 0.03597671538591385, 0.013496225699782372, 0.00688397791236639, 0.03651795536279678, 0.02017778344452381, 0.05458171106874943, 0.021731991320848465, 0.022997699677944183, 0.04328141361474991, 0.016433343291282654, 0.005967835895717144]",12
dickhole,0.0247654402628541,[0.0247654402628541],1
morgan,0.024645155295729637,[0.024645155295729637],1
only,0.024633655790239573,"[0.012079455889761448, 0.0371878556907177]",2
allegedly,0.0245747622102499,[0.0245747622102499],1
roaches,0.024501729756593704,[0.024501729756593704],1
smoke,0.024494433775544167,[0.024494433775544167],1
espouse,0.024373486638069153,[0.024373486638069153],1
woodwork,0.024302879348397255,[0.024302879348397255],1
big,0.024280819110572338,"[0.007840754464268684, 0.026016006246209145, 0.022590983659029007, 0.040675532072782516]",4
from,0.024197573773562908,"[0.013328979723155499, 0.02232220768928528, 0.03348280116915703, 0.03385887295007706, 0.01799500733613968]",5
pain,0.024153584614396095,"[0.012068085372447968, 0.03623908385634422]",2
rape,0.024112675338983536,[0.024112675338983536],1
regis,0.02410501427948475,[0.02410501427948475],1
deleted,0.024039776995778084,[0.024039776995778084],1
swearing,0.02401710022240877,[0.02401710022240877],1
empathy,0.024007411673665047,[0.024007411673665047],1
tightest,0.023923777043819427,[0.023923777043819427],1
complaint,0.02376161888241768,[0.02376161888241768],1
also,0.023760898038744926,"[0.01770542934536934, 0.017226442694664, 0.022932343184947968, 0.0371793769299984]",4
inserts,0.023724990896880627,[0.023724990896880627],1
rather,0.023706916719675064,[0.023706916719675064],1
damn,0.023659560031124523,"[0.08581057377159595, 0.017325034365057945, 0.01342617254704237, 0.010648202151060104, 0.012514477595686913, 0.00690580066293478, 0.0189866591244936]",7
caught,0.02361394837498665,[0.02361394837498665],1
nigger,0.023536485619843006,[0.023536485619843006],1
wanted,0.023526419885456562,"[0.035301581025123596, 0.011751258745789528]",2
numbered,0.023514478467404842,[0.023514478467404842],1
friends/i,0.023490302730351686,[0.023490302730351686],1
wang,0.02342879492789507,[0.02342879492789507],1
punter,0.02337836567312479,[0.02337836567312479],1
blatantly,0.023359188809990883,[0.023359188809990883],1
off,0.023321670945733786,"[0.008521946147084236, 0.006353330798447132, 0.022338971495628357, 0.010774205438792706, 0.07779535837471485, 0.014146213419735432]",6
nerf,0.023259338457137346,"[0.026348558254539967, 0.020170118659734726]",2
pope,0.023188265971839428,[0.023188265971839428],1
fat,0.023162036947906018,"[0.011075672693550587, 0.033387329429388046, 0.021227210760116577, 0.01687534525990486, 0.033244626596570015]",5
tha,0.023159549571573734,"[0.030286523513495922, 0.016032575629651546]",2
piled,0.02304371539503336,[0.02304371539503336],1
what,0.0229076548324277,"[0.06051953323185444, 0.009816059842705727, 0.035223789513111115, 0.015498893335461617, 0.007028879132121801, 0.01457193773239851, 0.026662975549697876, 0.01914159581065178, 0.007586920168250799, 0.028353107161819935, 0.039032962173223495, 0.011455204337835312]",12
n-word,0.022818630561232567,[0.022818630561232567],1
angry,0.022765906527638435,[0.022765906527638435],1
those,0.022740590386092663,"[0.012913716956973076, 0.03256746381521225]",2
opportunity,0.02269999496638775,[0.02269999496638775],1
penis,0.02268323643753926,"[0.012037950567901134, 0.035486310720443726, 0.02052544802427292]",3
ghetto,0.02267750771716237,[0.02267750771716237],1
row,0.02266155555844307,"[0.020783420652151108, 0.02453969046473503]",2
wants,0.022636367939412594,"[0.0055423639714717865, 0.023075811564922333, 0.019479725509881973, 0.04244757071137428]",4
quit,0.022452306002378464,[0.022452306002378464],1
done,0.02239659521728754,[0.02239659521728754],1
am,0.022377604618668556,"[0.018218765035271645, 0.01891345903277397, 0.02115209586918354, 0.020325258374214172, 0.0390651673078537, 0.01659088209271431]",6
surprised,0.022334709763526917,[0.022334709763526917],1
jay,0.02233237400650978,[0.02233237400650978],1
b*tchs,0.02232914138585329,[0.02232914138585329],1
"country,”",0.022301938384771347,[0.022301938384771347],1
dick,0.022285478905989572,"[0.05517857242375612, 0.02254778891801834, 0.03986508585512638, 0.01286296546459198, 0.008771181106567383, 0.008919807150959969, 0.02410430833697319, 0.013165113516151905, 0.020620306953787804, 0.021718615666031837, 0.018685167655348778, 0.019127558916807175, 0.02414475381374359]",13
bother,0.022237669676542282,[0.022237669676542282],1
expecting,0.022212374955415726,[0.022212374955415726],1
back,0.02210706938058138,"[0.021912813186645508, 0.02230132557451725]",2
shown,0.022106116637587547,[0.022106116637587547],1
too,0.022074729204177856,"[0.029525840654969215, 0.014623617753386497]",2
pac,0.022015522234141827,[0.022015522234141827],1
october,0.021995967254042625,[0.021995967254042625],1
against,0.02198619768023491,[0.02198619768023491],1
around,0.0219417754560709,[0.0219417754560709],1
lucifer,0.021903753746300936,[0.021903753746300936],1
whatever,0.02185607049614191,[0.02185607049614191],1
pathetic,0.02178328111767769,[0.02178328111767769],1
publicity,0.021761519834399223,[0.021761519834399223],1
"balls,”",0.021730096079409122,[0.021730096079409122],1
miranda,0.021716521121561527,[0.021716521121561527],1
comics,0.02161002904176712,[0.02161002904176712],1
is,0.021505371002214297,"[0.019592802971601486, 0.02711625024676323, 0.02140580117702484, 0.017690809443593025, 0.01615314558148384, 0.015286030247807503, 0.007839190773665905, 0.016267869621515274, 0.06229467689990997, 0.012027728371322155, 0.01852603629231453, 0.01654558628797531, 0.01120435819029808, 0.016630103811621666, 0.0633087195456028, 0.023148197680711746, 0.021513810381293297, 0.023066336289048195, 0.013951199129223824, 0.014484165236353874, 0.013559972867369652]",21
smith,0.02136845700442791,[0.02136845700442791],1
mother,0.02134931366890669,"[0.020741455256938934, 0.021957172080874443]",2
blast,0.021299908868968487,[0.021299908868968487],1
writer,0.021260995417833328,[0.021260995417833328],1
someone,0.021200306061655284,"[0.021119192708283663, 0.010246706195175648, 0.012889993377029896, 0.011420754715800285, 0.05032488331198692]",5
probably,0.021194325139125187,"[0.021303674206137657, 0.024625662714242935, 0.017653638496994972]",3
better,0.02113411668688059,"[0.025999018922448158, 0.01626921445131302]",2
response,0.02106743212789297,"[0.017032422125339508, 0.025102442130446434]",2
/,0.02105715498328209,[0.02105715498328209],1
cut,0.02105068415403366,[0.02105068415403366],1
an,0.020981875913483754,"[0.02931288443505764, 0.015298580750823021, 0.01626831851899624, 0.016414588317275047, 0.028467506170272827, 0.01339300163090229, 0.027718251571059227]",7
has,0.02089293710887432,"[0.05562629550695419, 0.011998442932963371, 0.016741426661610603, 0.010996049270033836, 0.0091024711728096]",5
bellies,0.020830605179071426,[0.020830605179071426],1
puffy,0.02080664038658142,[0.02080664038658142],1
flexing,0.02079799957573414,[0.02079799957573414],1
shut,0.020777863217517734,"[0.049983046017587185, 0.013806760311126709, 0.010522040538489819, 0.008799606002867222]",4
chained,0.02074931561946869,[0.02074931561946869],1
n*gers,0.020745215006172657,[0.020745215006172657],1
him,0.02070938879624009,"[0.00840686820447445, 0.036209579557180405, 0.01968240551650524, 0.03010362945497036, 0.009380442090332508, 0.023637915961444378, 0.02291601523756981, 0.016911890357732773, 0.011482256464660168, 0.028362885117530823]",10
start,0.02057740092277527,[0.02057740092277527],1
betrayed,0.02053561620414257,[0.02053561620414257],1
dumb,0.02052166871726513,"[0.017510246485471725, 0.023533090949058533]",2
sj,0.02049669623374939,[0.02049669623374939],1
ass,0.020473812599308215,"[0.009651925414800644, 0.008304042741656303, 0.021612044423818588, 0.03258947283029556, 0.01006295345723629, 0.020276954397559166, 0.017482295632362366, 0.036415569484233856, 0.017594944685697556, 0.01215773168951273, 0.006588903721421957, 0.058436937630176544, 0.014985787682235241]",13
burrow,0.020442258566617966,[0.020442258566617966],1
balls,0.020439540967345238,[0.020439540967345238],1
bow,0.020386308431625366,[0.020386308431625366],1
say,0.020377149456180632,"[0.028166726231575012, 0.02225765585899353, 0.010893946513533592, 0.02260798215866089, 0.020726081915199757, 0.011438936926424503, 0.010854159481823444, 0.03607170656323433]",8
dirty,0.02030123258009553,"[0.025270305573940277, 0.015332159586250782]",2
are,0.020225879037752748,"[0.008783476427197456, 0.00981965847313404, 0.03593292459845543, 0.04181855916976929, 0.026503225788474083, 0.017838146537542343, 0.011887903325259686, 0.019889377057552338, 0.03603415936231613, 0.011627864092588425, 0.01434660516679287, 0.008228648453950882]",12
fired,0.020129261538386345,[0.020129261538386345],1
whispers,0.020072870887815952,[0.020072870887815952],1
when,0.020004603002841275,"[0.011974283494055271, 0.013740395195782185, 0.025438642129302025, 0.052817583084106445, 0.02368256449699402, 0.022882726043462753, 0.009533427655696869, 0.018485920503735542, 0.017007950693368912, 0.00801117718219757, 0.025203129276633263, 0.011277436278760433]",12
fo,0.020003581419587135,[0.020003581419587135],1
god,0.019978071097284555,"[0.03975313529372215, 0.030302682891488075, 0.010717024095356464, 0.008559828624129295, 0.01207861490547657, 0.018457140773534775]",6
sack,0.019897284917533398,[0.019897284917533398],1
room,0.01978513039648533,[0.01978513039648533],1
place,0.019772464409470558,[0.019772464409470558],1
try,0.019703995436429977,[0.019703995436429977],1
cyber,0.019698772579431534,[0.019698772579431534],1
shitty,0.019672203809022903,[0.019672203809022903],1
guess,0.019613683223724365,[0.019613683223724365],1
anal,0.019503623247146606,[0.019503623247146606],1
these,0.01948495674878359,"[0.02067045494914055, 0.018299458548426628]",2
how,0.01947683228978089,"[0.017094606533646584, 0.023921102285385132, 0.030235182493925095, 0.015576822683215141, 0.021303923800587654, 0.012503467500209808, 0.01570272073149681]",7
feel,0.019420472905039787,[0.019420472905039787],1
even,0.01936236210167408,"[0.020127523690462112, 0.029945898801088333, 0.021687183529138565, 0.005688842386007309]",4
fucked,0.019357427768409253,"[0.011624547652900219, 0.010985592380166054, 0.021702924743294716, 0.019209589809179306, 0.033264484256505966]",5
right,0.019305511377751827,"[0.014346571639180183, 0.02426445111632347]",2
death,0.01927385851740837,[0.01927385851740837],1
during,0.0191248944029212,"[0.018805818632245064, 0.019443970173597336]",2
nobody,0.01906467415392399,"[0.019319824874401093, 0.018809523433446884]",2
nm,0.019057568162679672,[0.019057568162679672],1
gate,0.019024869427084923,[0.019024869427084923],1
still,0.019012579694390297,[0.019012579694390297],1
ladies,0.018996644765138626,[0.018996644765138626],1
leave,0.018936866894364357,[0.018936866894364357],1
be,0.018852473671237626,"[0.008470112457871437, 0.026897231116890907, 0.017865892499685287, 0.03175067901611328, 0.00784655474126339, 0.011765100061893463, 0.016669338569045067, 0.027166148647665977, 0.02976827323436737, 0.04673593118786812, 0.0057905204594135284, 0.025812586769461632, 0.010881323367357254, 0.007363509386777878, 0.008003903552889824]",15
—,0.018781762570142746,[0.018781762570142746],1
give,0.018767404253594577,"[0.011040790472179651, 0.010074133984744549, 0.01182151772081852, 0.04296109080314636, 0.02692999318242073, 0.005192351993173361, 0.02865438163280487, 0.013464974239468575]",8
girlfriend,0.01876451028510928,"[0.022239062935113907, 0.015289957635104656]",2
good,0.018732134136371315,"[0.006872354540973902, 0.023326026275753975, 0.02998146042227745, 0.014748695306479931]",4
does,0.018699435517191887,[0.018699435517191887],1
picture,0.018690835684537888,"[0.009527446702122688, 0.027854224666953087]",2
some,0.01859956458210945,"[0.008623728528618813, 0.04531773924827576, 0.012792112305760384, 0.013421891257166862, 0.012842351570725441]",5
dickbag,0.0185227794572711,[0.0185227794572711],1
almost,0.018483154475688934,"[0.01751239039003849, 0.01945391856133938]",2
walked,0.018467823043465614,[0.018467823043465614],1
was,0.018457516300259158,"[0.010453109629452229, 0.004192657303065062, 0.00791049562394619, 0.010234971530735493, 0.023076772689819336, 0.024265335872769356, 0.02292763628065586, 0.022583704441785812, 0.006366910878568888, 0.01916545443236828, 0.013002890162169933, 0.005112402606755495, 0.013367575593292713, 0.007880589924752712, 0.013743601739406586, 0.09103615209460258]",16
arrest,0.01845634914934635,[0.01845634914934635],1
wrong,0.018452854827046394,[0.018452854827046394],1
people,0.018407755198755434,"[0.007048486731946468, 0.038739632815122604, 0.02834460139274597, 0.01918107271194458, 0.015509476885199547, 0.00657097389921546, 0.013460041955113411]",7
once,0.018400439992547035,[0.018400439992547035],1
harder,0.018350228667259216,[0.018350228667259216],1
taught,0.018341105431318283,[0.018341105431318283],1
appeared,0.01833200827240944,[0.01833200827240944],1
knowing,0.01828685775399208,[0.01828685775399208],1
dare,0.018274251371622086,"[0.016053110361099243, 0.020495392382144928]",2
ugly,0.018269081600010395,"[0.017477741464972496, 0.019060421735048294]",2
bet,0.01825213059782982,[0.01825213059782982],1
great,0.01825031265616417,[0.01825031265616417],1
bully”,0.018210059963166714,[0.018210059963166714],1
get,0.018189708818681538,"[0.007881272584199905, 0.01210543978959322, 0.005746739450842142, 0.010187724605202675, 0.04876270331442356, 0.015398469753563404, 0.01351400651037693, 0.021733161062002182, 0.013257456012070179, 0.0282839834690094, 0.030630121007561684, 0.010775428265333176]",12
retard,0.018175717443227768,[0.018175717443227768],1
peep,0.01817221660166979,[0.01817221660166979],1
like,0.018168684095144272,"[0.007889939472079277, 0.06154653895646334, 0.010306100361049175, 0.023679029196500778, 0.01403238158673048, 0.014544953592121601, 0.011045967228710651, 0.01722647249698639, 0.028697069734334946, 0.01823260635137558, 0.009085009805858135, 0.01567404717206955, 0.008890166878700256, 0.01351129449903965]",14
"dick,”",0.018134100828319788,"[0.017757502384483814, 0.01851069927215576]",2
stunt,0.01808369904756546,[0.01808369904756546],1
while,0.018082296941429377,"[0.00764094153419137, 0.028110042214393616, 0.009110323619097471, 0.02746788039803505]",4
liked,0.018078841269016266,[0.018078841269016266],1
screaming,0.01806533709168434,[0.01806533709168434],1
knock,0.018006522208452225,[0.018006522208452225],1
scene,0.01799043733626604,[0.01799043733626604],1
